LGA NAME,WARD NAME
,MANGA/USHE
,RAFIN ZURU
,RIKOTO
,RUNU/DABEN/SEME
,SENCHI
,TADURGA
,ZODI
,
,
,
,
,
ADAVI,OKUNCHI/OZURI/ONIEKA
,OGAMINANA
,IRUVUCHEBA
,IDANNUHUA
,ADAVI-EBA
,KUROKO I
,KUROKO II
,INOZOMI/OSISI/IPAKU
,IKARWORO/IDOBANYERE
,NAGAZI FARM CENTRE
,EGE/IRUVOCHUNOMI
,
AJAOKUTA,EBIYA NORH
,EBIYA SOUTH
,ABODI/PATESI
,ICHUWA/UPAJA
,BADOKO
,OGIRIRI
,ADOGO
,ACHAGANA
,ODONU/UNOSI
,OMGBO
,ADOGU/APAMIRAEGODO/ UNUOVENO
,OBANGEDE/OHUENEENE/ UKOKO INYERE
,OLD AJAOKUTA
,GEREGU/PAROKO/GANAG A/TOWNSHIP
,
ANKPA,ANKPA TOWNSHIP
,ANKPA SURBURB I
,ANKPA SURBURB II
,ANKPA I
,ANKPA II
,ENJEMEA I
,ENJEMEA II
,ENJEMEA III
,ENJENEA IV
,OJOKU I
,OJOKU II
,OJOKU III
,OJOKU IV
,
BASSA,AKUBA I
,AKUBA II
,AYEDE/AKAKANA
,OZONGULO/KPANCHE
,IKENDE
,GBOLOKO
,KPATA
,EFORO
,MOZUM
,OZUGBE
,
DEKINA,DEKINA TOWN
,IYALE
,EMEWE
,ODU I
,ODU II
,ABOCHO
,OGBABEDE
,ADUMU EGUME
,OJIKPADALA
,ANYIGBA
,OKURA OLAFIA
,OGANE INIGU
,
IBAJI,ODEKE
,UJEH
,IYAO
,AKPANYO
,UNALE
,OJILA
,EJULE
,AYAH
,ANALO
,ONYEDEGA
,
IDAH,IGALOGBA
,OWOLIAPA
,IGACHEBA
,UKWAJA
,OGBEGELE
,EDE
,SABON GARI
,EGA
,UGWODA
,ICHALA
,
IGALA-MELA,AVRUGO
,EKWULOKO
,ODOLU
,OJI AJI
,AKPANYA
,UBELE
,AJAKA I
,AJAKA II
,OFORACHI I
,OFORACHI II
,
IJUMU,AIYEBUNLE
,AIYETORO I
,AIYETORO II
,IYAH/AYEH
,ODOKORO/OKOROM/ARA ROMI
,AIYERE/ANMAH
,OGIDI
,ILETEJU OGIDI
,OGALE/ADUGE
,EGBEDA-EGGA/OKEDAYO
,IYARA
,IFE/IKOYI/OKEJUMU
,IYAMOYE
,EKINRIN ADE
,IGBOLAYERE/ILAERE
,
KABBA/BUNU,ASUTA
,ODO-AKETE
,OKEKOKO
,ODOLU
,AIYEWA
,AIYETEJU
,OUT
,EGBEDA
,OKEDAYO
,AKUTUPA-KIRI
,AIYETORO-KIRI
,ILUKE
,OLLE/OKE-OFIN
,ODO-APE
,OKEBUKUN
,
KOGI (KK),UKWO-KOTON KARFE
,ODAKI KOTON KARFE
,KOTON KARFE SOUTH EAST
,GIRINYA
,IRENODU
,AKPASU
,TAWARI
,GEGU-BEKI NORTH
,GEGU BEKI SOUTH
,CHIKARA NORTH
,CHIKARA SOUTH
,
LOKOJA,LOKOJA A
,LOKOJA B
,LOKOJA C
,LOKOJA D
,LOKOJA E
,KUPA NORTH EAST
,KUPA SOUTH EAST
,OWORO
,KANKANDA
,EGGAN
,
MOPA-MORO,ODOLE I
,ODELE 2
,ILLETEJU I
,ELLETEJU II
,OKRSGI/ILAI
,OROKERE
,TAKETE IDDE/OTAFUN
,AIYEDAYO/AIYEDERO
,AGBAJOGUN
,AIYEDE/OKAGI
,
OFU,IGO
,ALLOMA
,EJULE ALLA
,ITOBE/OKOLENYI
,UGWOLAWO I
,UGWOLAWO II
,ALOJI
,OFOKE
,OCHADAMU
,OGBONICHA
,IBOKO/EFAKWU
,
OGORI MAGONGO,ENI
,OSHOBANE
,OKIBO
,OKESI
,ILEEJU
,AIYEROMI
,AGUGU
,OBINOYIN
,OBATIGBEN
,OTUTU OPOWUROYE
,
OKEHI,OBEIBA I
,OBEIBA II
,OKUEHI
,OHUETA
,OBOROKE EBA
,OBOROKE UVETE I
,EIKA/OHIZENYI
,OKAITO/USUNGWEN
,OHUEPE/OMAVI UHUODO
,OBANGEDE/UHUODO
,OBOROKE UVETE II
,
OKENE,BARIKI
,OBESSA
,ONYUKOKO
,IDOJI
,ORIETESU
,OTUTU
,OKENE EBA/AGASSA/AHACHE
,OBEHIRA UVETTA
,OBEHIRA EBA
,ABUGA/OZUJA
,UPOGORO/ODENKU
,
OLAMABORO,IMENE I
,IMENE II
,OGUGU I
,OGUGU II
,OGUGU III
,OLAMABORO I
,OLAMABORO II
,OLAMABORO III
,OLAMABORO IV
,OLAMABORO V
,
OMALA,ABEJUKOLO I
,ABEJUKOLO II
,OPADA/OFEJIJI
,BAGANA
,OKPATALA
,OKPATACHA
,BAGAJI
,ICHEKE-AJOPACHI
,OGODU
,OJA-AJI
,OLLA
,
YAGBA EAST,IFE OLUKOTUN I
,IFE OLUDOTUN II
,PONYAN
,ALU/IGBAGUN/ORANRE
,EJUKU
,JEGE/OKE AGI/OGBOM/ISAO
,MAKUTU I
,MAKUTU II
,ITEDO
,ILAFIN/IDOFIN/ODO-OGBE
,
YAGBA WEST,EJIBA
,ODOERI OKOTO
,"ODOERE,OKE-ERE"
,ISAULU ESE/OKOLOKE/OKUNRAN
,IYAMERIN/IGBARUKU
,"ODO ARA, OMI, OGGA"
,OGBE
,OKE EGBE I
,OKE EGBE II
,OKE EGBE III
,OKE EGBE IV
,ODO EGBE I
,ODO EGBE II
,ODO EGBE III
ASA,YOWERE/SOKOKI
,ADIGBONGBO/AWE/ORIMA RO
,ELEBUE/AGBONA/FAT
,ONIRE/ODE-GIWA/ALAPA
,YOWERE II/OKEWERU
,GAMBARI/AIYEKALE
,EFUE/BERIKODO
,OWODE/GBOGUN
,BALLAH/OTTE
,OGBONDOROKO/REKE
,AGO- OJA/OSIN/SAPA/LADUBA
,AFON
,ILA-OJA
,OGELE
,BUDO-EGBA
,OKESHO
,ODO
,
BARUTEN,BORIYA/SHIYA
,GURE/GWARSORO
,GWEDERE/BABANE
,GWANARA
,ILESHA
,KENU-TABERA
,KPURA YAKIRA
,KIYORU-BWEN
,OKUTA
,SHINAWU/TUMBUYA
,YASHIKIRA
,
EDU,LAFIAGI I
,LAFIAGI II
,LAFIAGI III
,LAFIAGI IV
,TSARAGI I
,TSARAGI II
,TSARAGI III
,TSONGA I
,TSONGA II
,TSONGA III
,
EKITI,ERUKU
,ISAPA
,KORO
,OBBO-AIYEGUNLE I
,OBBO-AIYEBUNLE II
,OBBO-ILE
,OSI I
,OSI II
,OPIN
,OKE-OPIN/ETAN
,
IFELODUN,OKE-ODE I
,OKE ODE II
,OKE  ODE III
,ORA
,ILE-IRE
,AGUNJIN
,ARO-AGO
,OMUPO
,SHARE I
,SHARE II
,SHARE III
,SHARE IV
,SHARE V
,IGBAJA I
,IGBAJA II
,IGBAJA III
,IDOFIAN I
,IDOFIAN II
,
ILORIN EAST,AGBE YANGI/GBADANMU/OSIN
,GAMBARI I
,GAMBARI II
,IBAGUN
,APADO
,IPORIN
,MAGAJI ARE I
,MAGAJI ARE II
,MARAFA/PEPELE
,MAYA/ILE APA
,OKE- OYI/OKE/OSE/ALALUBOSA
,ZANGO
,
ILORIN SOUTH,AKANBI I
,AKANBI II
,AKANBI III
,AKANBI IV
,AKANBI V
,BALOGUN FULANI I
,BALOGUN FULANI II
,BALOGUN FULANI III
,OKAKA I
,OKAKA II
,OKE OGUN
,
ILORIN WEST,ADEWOLE
,AJIKOBI
,BABOKO
,BADARI
,BALOGUN ALANAM CENTRAL
,MAGAJI-NGERI
,OLOJE
,OGIDI
,OJUEKUN/ZARUMI
,OKO-ERIN
,UBANDAWAKI
,WARRAH/EGGEJILA/OSHIN
,
IREPODUN,AJASE I
,AJASE II
,ARANDUN
,ESIE/IJAN
,IPETU/RORE/ARAN ORIN
,OMU-ARAN I (ARAN)
,OMU-ARAN II (IHAYE)
,OMU-ARAN III (IFAJA)
,ORO I
,ORO II
,ORO
,
ISIN,ALA
,EDIDI
,ISANLU ISIN I
,ISANLU ISIN II
,IJARA ISIN
,IWO
,OWU-ISIN
,OKE-ONIGBIN
,SABAJA/PAMO
,OKE-ABA
,OLLA
,
KALAMA,ADENA
,BANI
,GWANABE I
,GWANABE II
,GWARIA
,KAIAMA I
,KAIAMA II
,KAIMA III
,KEMANJI
,WAJIBE
,
MORO,JEBBA
,BODE-ASSDU
,OKEMI
,LANWA
,EJIDONGARI
,OKUTALA
,BABADUDU
,OLORU
,PAKUNMO
,WOMI/AYAKI
,ABATI/ALARA
,SHAO
,LOGUN/JEHUN KUNNU
,MALETE/GBEGUDU
,AJANAKU
,MEGIDA
,
OFFA,BALOGUN
,SHAWO SOUTH WEST
,SHAWO CENTRAL
,SHAWO SOYUTH EAST
,ESSA A
,ESSA B
,ESSA C
,OJOMU NORTH/NORTH WEST
,OJOMU CENTRAL (1)
,OJOMU CENTRAL (II)
,OJOMU SOUTH EAST
,IGBODUN
,
OKE-ERO,AIYEDUN
,EKAN
,IMOJI/ILALE/ERIN MOPE
,ILOFFA
,IMODE/EGOSI
,IDOFIN IGBANA I
,IDOFIN IGBANA II
,IDOFIN /ODO-ASHE
,ODO-OWA I
,ODO-OWA II
,
OYUN,ERIN-ILE SOUTH
,ILEMONA
,EGBONA
,IRRA
,INAJA/AHOGBADA
,IKOTUN
,OJOKU
,IJAGBO
,IGOSUN
,IPEE
,ERIN-ILE NORTH
,
PATIGI,PATIGI I
,PATIGI II
,PATIGI III
,PATIGI IV
,KPADA I
,KPADA II
,KPADA III
,LADE I
,LADE II
,LADE III
AGEGE,ISALE/IDIMANGORO
,ILORO/ONIPETESI
,ONIWAYA/PAPA-UKU
,AGBOTIKUYO/DOPEMU
,OYEWOLE/PAPA ASHAFA
,OKEKOTO
,KEKE
,DAROCHA
,TABON TABON/OKO OBA
,ORILE AGEGE/OKO OBA
,ISALE ODO
,
AJEROMI/IFELO DUN,AGO HAUSA
,AWODI-ORA
,WILMER
,OLODI
,TOLU
,TEMIDIRE I
,OJO ROAD
,LAYENI
,ALABA ORO
,MOSAFEJO
,TEMIDIRE II
,
ALIMOSHO,SHASHA/AKOWONJO
,EGBEDA.ALIMOSHO
,IDIMU/ISHERI-OLOFIN
,IKOTUN/IJEGUN/ABARANJE
,EGBE/AGODO
,EGANDO/EGAN
,IPAJA NORTH
,IPAJA SOUTH
,AYOBO/IJON VILLAGE (CAMP-DAVID)
,PLEASURE/OKE-ODO
,ABULE- EGBA/ABORU/MEIRAN/ALA GBADO
,
AMUWO-ODOFIN,"AMUWO-OFOFIN HOUSING ESTATE, MILE 2"
,FESTAC I
,FESTAC II
,KIRIKIRI
,AMUWO
,IJEGUN
,SATELLITE
,IREDE
,IBESHE
,IGBOLOGUN
,FESTAC III
,
APAPA,APAPA I (MARINE ROAD AND ENVIRONS)
,APAPA II (LIVERPOOL ROAD AND ENVIRONS)
,APAPA III (CREEK RD)
,TINCAN/SNAKE ISLANDS)
,APAPA IV (PELEWURA CRESCENT AND ENVIRONS)
,IJORA OLOYE
,"OLODAN STREET, OLOJOWON STREET, ALH. DOGO OLATOKUNBO STREET, IGANMU"
,GASHIYA AND ENVIRONS
,"AFOLABI ALASIA STREET, AND ENVIRONS"
,MALU ROAD AND ENVIRONS
,SARI AND ENVIRONS
,
BADAGRY,POSUKOH-AREA
,AWHANJIGOH
,IBEREKO
,APA
,KETA-EAST
,IWORO GBANKO
,AJIDO
,ILOGBO-ARAROMI
,IKOGA
,AJARA
,IYA-AFIN
,
EPE,ETITA/EBODE
,LAGBEDE
,POPO-OBA
,OKEO-BALOGUN
,AJAGANABE
,ISE/IGBOGUN
,ORIBA/LADABA
,ABMITI
,AGBOWA
,AGBOWA IKOSI
,AGO OWU
,ORUGBO
,ILARA
,IBONWON
,ODORAGUNSIN
,POKA
,ODOMOLA
,EJINRIN
,ITOIKIN
,
ETI-OSA,VICTORIA ISLAND I
,VICTORIA ISLAND II
,ILASAN HOUSING ESTATE
,LEKKI/IKATE AND ENVIRONS
,ILADO/ETI-OSA AND ENVIRONS
,AJAH/SANGOTEDO
,ADO/LANGBASA/BADORE
,IKOYI I
,IKOYI II
,OBALENDE
,
IBEJU/LEKKI,IBEJU I
,IBEJU II
,ORIMEDU I
,ORIMEDU II
,ORIMEDU III
,IWEREKUN I
,IWEREKUN II
,LEKKI I
,LEKKI II
,SIRIWON/IGBEKODO I
,SIRIWON/IGBEKODO II
IFAKO-IJAYE,OGBA IJAYE
,OLD IFAKO/KARAOLE
,NEW IFAKO/OYEMEKUN
,FAGBA AKUTE ROAD
,ISHAGA
,IJU/OBAWOLE
,ABULE EGBA/PANADA
,OJOKORO/IJAYE
,AGBADO KOLINTON/IJAYE
,ALAKUKO
,ALAKUKO/AKINDE/ANIMAS HUN
,
IKEJA,ANIFOWOSHE/IKEJA
,OJODU/AGIDINGBI/OMOLE
,ALAWUSA/OREGUN/OLUSO SUN
,AIRPORT/ONIPETESI/ONILE KERE
,IPODO/SEKIRI ARO
,ADEKUNLE VILLAGE/ADENIYI JONES/OGBA
,OKE-IRA/AGUDA
,ONIGBONGBO/MILITARY CANTONMENT
,GRA/POLICE BARACK
,WASIMI/OPEBI/ALLEN
,
IKORODU,ISELE I
,ISELE II
,ISELE III
,AGA/IJIMU
,IPAKODO
,IMOTA I
,IMOTA  II
,ISIU
,IGBOGBO I
,IGBOGBO II
,BAIYEKU/ORETA
,IBESHE
,IJEDE I
,IJEDE II
,AGURA/IPONMI
,ODOGUNYAN
,ERIKORODO
,AGBALA
,OLORUNDA/IGBAGA
,
,
KOSOFE,OWORONSOKI
,IFAKO/SOLUYI
,ANTHONY/AJAO ESTATE/MENDE/ MARYLAND
,OJOTA/OGUDU
,KETU/ALAPERE/AGIDI/ORIS IGUN KOSOFE/AJELOGO/AKANIM ODO
,IKOSI KETU/MILE 12/AGILITI/MAIDAN
,ISHERI-OLOWO- IRA/SHANGISHA/ MAGODO PHASE I & II
,AGBOYI I
,AGBOYI II
,OWODE ONIRIN/AJEGUNLE/ODO OGUN
,
LAGOS ISLAND,OLOWOGBOWO/ELEGBATA
,OLUWOLE
,IDUMOTA/OKE-ARIN
,OJU-OTO
,OKO-AWO
,AGARAWU/OBADINA
,IDUNTAFA
,ILUPESI
,ISALE-AGBEDE
,OLOSUN
,OLUSHI/KAKAWA
,POPO-AGUDA
,ANIKANTAMO
,OKO-FAJI
,EIYEKOLE
,ONOKAN
,SANDGROUSE
,EPETEDO
,LAFIAJI/EBUTE
,
LAGOS MAINLAND,OTTO/IDDO
,APAPA ROAD AND ENVIRONS
,OLALEYE VILLAGE
,MAKOKO/EBUTE METTA
,OYINGBO MARKET/EBUTE METTA
,GLOVER/EBUTE METTA
,OKO-BABA
,OYADIRAN ESTATE/ABULEOJA
,ALAGOMEJI
,IWAYA
,YABA/IGBOBI SABE
MUSHIN,ALAKARA
,IDID-ORO
,BABALOSA
,OJUWOYE
,ILUPEJU
,OLATEJU
,KAYODE/FADEYI
,MUSHIN/ATEWOLARA
,PAPA-AJAO
,ILASAMAJA
,BABALOSA/IDI-ARABA
,IDI-ARABA
,ITIRE
,ILUPEJU INDUSTRIAL ESTATE
,
OJO,OJO TOWN
,OKOMAIKO
,AJANGBADI
,IJANIKIN
,IBA
,ILOGBO
,IREWE
,TAFI
,ETEGBIN
,IDOLOWU
,SABO
,
OSHODI-ISOLO,OSHODI/BOLADE
,ORILE OSHODI
,ISOLO
,AJAO ESTATE
,ILASAMAJA
,MAFOLUKU
,SOGUNLE
,SOGUNLE/ALASIA
,OKOTA
,ISHAGA-TEDO
,OKE AFA/EJIGBO
,
SHOMOLU,ONIPANU
,PALMGROVE/IJEBUTEDO
,ALADE
,BAJULAIYE
,MAFOWOKU/PEDRO
,LAD-LAK/BARGA
,ILAJE/AKOKA
,IGBOBI/FADEYI
,FOLA AGORO/BAJULAIYE IGBARA-AKOKA
,GBAGADA PHASE I/OBANIKORO/PEDRO
,GBAGADA PHASE II/BARIGA/APELEHIN
,ABULE- OKUTA/ILAJE/BARIGA
,
SURULERE,ORILE
,AGUDA
,IJESHATEDO
,AKINHANMI/COLE
,YABA/OJUELEGBA
,IGBAJA/STADIUM
,SHITTA/OGUNLANA DRIVE
,ADENIRAN/OGUNSANYA
,IPONRII HOUSING ESTATE/ERIC MOORE
,COKER
,ITIRE
,IKATE
,
AKWANGA,AGYAGA
,ANCHOBABA
,GWANJE
,ANCHO NIGHAAN
,ANDAHA
,NUNKU
,GUDI
,MOROA
,AKWANGA WEST
,AKWANGA EAST
,NINGO/BOHAR
,
AWE,KANJE/ABUNI
,MADAKI
,MAKWANGIJI
,TUNGA
,RIBI
,AZARA
,GALADIMA
,WUSE
,AKIRI
,JANGARU
,
DOMA,ALAGYE
,RUKUBI
,AGBASHI
,DOKA
,AKPANAJA
,UNG.MADAKI
,UNG.SARKI DAWAKI
,UNG. MADAUCHI
,UNG. DANGALADIMA
,SABONGARI
,
KARU,ASO/KODAPE
,BAGAJI/AGADA
,KASHI I
,KARSHI II
,KEFFIN SHANU/BETTI
,TATTARA/KONDORO
,GITATA
,GURAKU/KABUSU
,UKE
,PANDA/KARE
,KARU
,
KEANA,IWAGU
,AMIRI
,OBENE
,OKI
,KADARKO
,KWARA
,ALOSHI
,AGAZA
,GIZA (I) MADAKI
,GIZA (II) GALADIMA
,
KEFFI,ANGWAN IYA I
,ANGWAN IYA II
,TUDU KOFA TV
,GANGAREN TUDU
,KEFFI TOWN EAST/KOFAR GORIYA
,RAR
,ANG. RIMI
,SAGON GAI
,JIGWADA
,LIMAN ABAJI
,
KOKONA,AGWADA
,KANA/KOYA
,BASSA
,KOKONA
,KOFAR GWARI
,NINKORO
,HADARI
,DARI
,AMBA
,GARAKU
,YELWA
,
LAFIA,ADOGI
,AGYARAGU FOFA
,AKURBA
,ARIKYA
,ASSAKIO
,ASHIGE
,CHIROMA
,GAYAM
,KEFFIN WAMBAI
,MAKAMA
,SHABU/KWANDERE
,WAKWA
,ZANWA
,
NASARAWA,UDENIN GIDA
,AKUM
,UDENI
,LOKO
,TUNGA/BAKONO
,GUTO/AISA
,NASARAWA NORTH
,NASSARAWA EAST
,NASSARAWA CENTRAL
,NASSARAWA MAIN TOWN
,ARA I
,ARA II
,LAMINGA
,KANAH/ONDO/APAWU
,ODU
,
NASARAWA/EGG ON,NASARAWA/EGGON
,UBBE
,IGGGA/BURUM BURUM
,UMME
,MADA STATION
,LIZZEN KEFFI/EZZEN
,LAMBAGA/ARIKPA
,KAGBU WANA
,IKKA/WANGIBI
,ENDE
,WAKAMA
,AKOCE/GINDA
,ALOGANI
,AGUNJI
OBI,AGWATASHI
,DEDDERE/RIRI
,OBI
,T/ADABU/KWAGSHIRI
,DUDUGURU
,GWANDENYE
,KYAKALE
,GIDAN AUSAI I
,GIDAN AUSAI II
,ADUDU
,
TOTO,GWARGWADA
,GADAGWA
,BUGA KARMO
,UMAISHA
,DAUSU
,KANYEHU
,UGYA
,TOTO
,SHAFAN ABAKWA
,SHAFAN KWATTO
,SHEGE
,KATAKPA
,
WAMBA,ARUM
,MANGAR
,GITTA
,NAKERE
,KONVAH
,WAYO
,WAMBA WEST
,WAMBA EAST
,KWARA
,JIMIYA
,
AGAIE,BARO
,BOKU
,EKOBADEGGI
,EKKOSSA
,EKOWUGI
,EKOWUNA
,ETSUGAIE
,EWUGI
,KUTITIKO
,MAGAJI
,TAGAGI
,
AGWARA,ADEHE
,AGWATA
,BUSURU
,GALLAH
,KASHINI
,KOKOLI
,MAGO
,PAPIRI
,ROFIA
,SUTEKU
,
BIDA,BAKIRI
,CENIYAN
,DOKODZA
,KYARI
,LANDZUN
,MASABA I
,MASABA II
,MASAGA I
,MASAGA II
,MAIYAKI NDAJIYA
,NASSARAFU
,UMARU/MAJIGI I
,UMARU MAJIGI II
,WADATA
,
BORGU,BABANNA
,DUGGA
,KARABONDE
,KONKOSO
,MALALE
,NEW BUSSA
,PISSA/KAVE
,SHAGUNU
,WAWA
,RIVERRINE
,
BOSSO,BEJI
,BOSSO CENTRAL I
,BOSSO CENTRAL II
,CHANCHAGA
,GARATU
,KAMPALA
,KODO
,MAKUNKELE
,MATUMBI
,SHATA
,
CHANCHAGA,LIMAWA ‘A’
,LIMAWA ‘B’
,MAKERA
,MINNA CENTRAL
,MINNA  SOUTH
,NASARAWA ‘A’
,NASARAWA ‘B’
,NASARAWA ‘C’
,SABON GARI
,TUDUN WADA NORTH
,TUDUN WADA SOUTH
,
EDATI,ENAGI
,ETSU-TASHA
,FAZHI
,GAZHE I
,GAZHE II
,GBANGBAN
,GONAGI
,GUZAN
,ROKOTA
,SAKPE
,
GBAKO,BATAGI
,BATAGO
,EDOKOTA
,EDOZHGI
,ETSU AUDU
,GBADAFU
,GOGATA
,LEMU
,NUWANKOTA
,SAMMAJIKO
,
GURARA,BONU
,DIKO
,GAWU
,IZOM
,KABO
,KWAKA
,LAMBATA
,LEFU
,SHAKO
,TUFA
,
KATCHA,BAKEKO
,BADEGI
,BISANTI
,DZWAFU
,EDOTSU
,ESSA
,GBAKOGI
,KATCHA
,KATAREGI
,SIDI-SABA
,
KONTAGORA,AREWA
,CENTRAL
,GABAS
,KUDU
,MAGAJIYA
,MASUGA
,MADARA
,NAGWAMATSE
,RAFIN GORA
,TUGAN WAWA
,TUNGAN KAWO
,USALLE
,YAMMA
,
LAPAI,AREWA/YAMMA
,BIRNINI TASHIBO
,EBBO/GBACHUKUNKU
,EVUTI/KPADA
,GULU ANGUWA/VATSA
,KUPA/ABUGI
,GURDI/ZAGO
,KUDU GUBAS
,MUNYE/EGBA
,TAKUTI/SHAKU
,
LAVUN,BUSU/KUCHI
,BATATI
,DASSUN
,DOKO
,DABBAN
,EGBAKO
,GABA
,JIMA
,KUTIGI
,KUSOTACHI
,LAGUN
,MAMBE
,
MAGAMA,AUNA CENTRAL
,AUNA EAST CENTRAL
,AUNA EAST
,AUNA SOUTH EAST
,AUNA SOUTH
,IBELU CENTRAL
,IBELU EAST
,IBELU NORTH
,IBELU WEST
,NASKO
,NASARAWA
,
MARIGA,BANGI
,BERI
,BOBI
,GULBIN BOKA
,GALMA WAMBA
,INKWAI
,IGWANMA
,KAKIHUN
,KOTANKORO
,KUMBASHI
,MABURYA
,
MASHEGU,BABBAN RAMI
,DAPANGI/MAKERA
,IBBI
,KABOJI
,KASANGA
,KPATACHIN
,KULLUHO
,MASHEGU
,MAZAKUKA-KILORO
,SAHO-RAMI
,
MOKWA,BOKANI
,GBAJIBO/MUWO
,GBARA
,JA’AGI
,JEBBA
,KPAKI/TAKUMA
,KUDU
,LABOZHI
,MOKWA
,MUREGI
,RABBA/NDAYAKO
,
MUNYA,BENI
,DANDAUDU
,DANGUNU
,DAZA
,FUKA
,GINI
,GUNI
,KABULA
,KAZAI
,KUCHI
,SARKIN PAWA
,
PAIKORO,ADUNU
,CHIMBI
,GWAM
,ISHAU
,JERE
,KAFIN KORO
,KWANGANA
,KWAKUTI
,NIKUCHI T/MALLAM
,PAIKO CENTRAL
,TUTUNGO/JEDNA
,
RAFI,KAGARA GARI
,KAKURI
,KONGOMA CENTRAL
,KONGOMA WEST
,KUSHIRKI NORTH
,KUSHIRKI SOUTH
,KUNDU
,SABON GARI
,TEGINA GARI
,TEGINA WEST
,YAKILA
,
RIJAU,DARANGI
,DUGGE
,DUKKU
,GENU
,JAMA’AKE
,RIJAU
,SHAMBO
,T/MAGAJIYA
,USHE
,WARARI
,
SHIRORO,ALLAWA
,BANGAJIYA
,BASS/KUKOKI
,EGWA/WGADA
,ERENA
,GALKOGO
,GURMANA
,GUSSORO
,KATO
,KUSHAKA/KUREBE
,KWALI/CHUKUBA
,MANTA
,PINA
,SHE
,UBANDOMA
,
SULEJA,BAGAMA ‘A’
,BAGAMA ‘B’
,HUSHIMI ‘A’
,HUSHIMI ‘B’
,IKU SOUTH I
,IKU SOUTH II
,KURMIN SARKI
,MAGAJIYA
,MAJE
,WAMBAI
,
TAFA,DOGON KURMI
,GARAM
,IJAWARI
,IJAKORO
,IKU
,NEWBWARI
,WUSE EAST
,WUSE WEST
,ZUMA EAST
,ZUMA WEST
,
WUSHISHI,AKARE
,BARWA
,GWARJIKO
,KANWURI
,KODO
,KWATA
,LOKOGOMA
,MAITO
,SABON GARI
,TUKUNJI/JEMIGI
,ZUNGERU
,
ABEOKUTA NORTH,IKEREKU
,IKIJA
,AGO OKO
,ILEGA
,ILUGUN/IBEREK ODO
,GBAGURA
,IKA
,LAFENWA
,SABO
,OKE-AGO OWU
,TOTRO/SOKORI
,ITA OSIN/OLOMORE
,OLORUNDA-IJALE
,IMALA-IDIEMI
,ISAGA-ILEWO
,IBARA ORILE/ONISASA
,
ABEOKUTA SOUTH,AKE I
,AKE II
,AKE III
,KEESI/EMERE
,IJEMO
,ITOKO
,IJAYE/IDIABA
,ERUNBE/OKE IJEUN
,AGO-EGUN/IJESA
,SODEKE/ISALE IJEUN I
,SODEKE/ISALE IJEUN II
,IMO/ISABO
,IGBORE/AGO OBA
,IBARA I
,IBARA II
,
ADO-ODO-OTA,OTA I
,OTA II
,OTA III
,SANGO
,IJOKO
,ATAN
,IJU
,ILOGBO
,ADO ODO I
,ADO ODO II
,ERE
,ALAPOTI
,KETU-ADIE-OWE
,IGBESA
,AGBARA I
,AGBARA/EJILA AWORI
,
EGBADO NORTH,IDOFO
,AYETORO I
,AYETORO II
,SUNWA
,IBORO/JOGA
,IMASAI
,EBUTE-EGBOORO
,OHUNBE
,IGUA
,IJOUN
,IBESE
,
EGBADO SOUTH,ILARO I
,ILARO II
,ILARO III
,IWOYE
,IDOGO
,OKE ODAN
,OWODE I
,OWODE II
,ILOBI/ERINJA
,AJILETE
,
EWEKORO,ABALABI
,ASA/YOBO
,ARIGBAJO
,ITORI
,ELERE/ONIGBEDU
,PAPA LANTO
,WASIMI
,MOSAN
,OWOWO
,OBADA-OKO
,
IFO,IFO I
,IFO II
,IFO III
,AGBADO
,ISERI
,AJUWON/AKUTE
,OKE/ARO/IBARAGUN/ROBIY AN
,OSOSUN
,SUNREN
,COKER
,IBOGUN
,
IJEBU EAST,IJEBU MUSHIN I
,IJEBU MUSHIN II
,IJEBU IFE I
,IJEBU IFE II
,OWU
,IKIJA
,ITELE
,OGBERE
,IMOBI I
,IMOBI II
,AJEBANDELE
,
IJEBU NORTH,AYIKORI
,JAPARA/OJOWO
,OMEN
,OGUN
,OKE AGBO
,OKE SOPIN
,ARO/AWA/ALAPORU
,AGO-IWOYE I
,AGO-IWOYE II
,AKO-ONIGBAGBO/GELEYE
,MAMU/EYIRI
,
IJEBU NORTH EAST,ATA/IMUKU
,ODOSIMADEGUN/ODOSEBO RA
,IMEWIRO/ODODEYO/IMOM O
,ODESENLU
,IGEDE/ITAMARUN
,OJU ONA
,OSOYIN
,ILESE
,OKE-ERI/OGBOGBO
,ERUWON
,
IJEBU ODE,ISOKU/OSOSA
,ODO-ESA
,ITANTEBO
,IJADE IMEPE O
,IJADE IMEPE II
,PORO GUN I
,PORO GUN II
,IJASI IDEPO
,ODO-EGBO OLIWORO
,ISIWO
,ITAMAPAKO
,
IKENNE,IKENNE I
,IKENNE II
,IPERU I
,IPERU II
,IPERU III
,OGERE I
,OGERE II
,ILISAN I
,ILISAN II
,ILISAN/IROLU
,
IMEKO/AFON,IMEKO
,OKE’ AGBEDE/MORIWI/MATELE
,IDOFA
,IWOYE/JABATA
,ILARA/ALAGBE
,AFON
,OTAPELE
,KAJOLA/AGBERIODO
,OLORUNDA/GBOMO
,IDIAYIN
,
IPOKIA,IPOKIA I
,IPOKIA II
,AGOSASA
,IJOFIN/IDOSA
,TUBE
,AGADA
,MAUN I
,MAUN  II
,AJEGUNLE
,IFONYINTEDO
,IDIROKO
